Source	Species	Organ	Matrix	Tx	standard.name	Name	Major Class	Class	Abbreviation	Saturation	Highest Saturation Degree	Cluster	Subclass	Chain Length	Chain Type	Subclass 2	synthesis.pathway	label	label.saturation
Pnnl_balf	Human	Lung	BALF	Normal	PS(18:0_20:4)	PS 38:4|PS 18:0_20:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_20:4)	PS 38:4|PS 18:0_20:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_20:5)	PS 38:5|PS 18:0_20:5	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	5	Polyunsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(18:0_22:3)	PS 18:0_22:3 	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	3	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(18:0_22:4)	PS 40:4|PS 18:0_22:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_22:4)	PS 40:4|PS 18:0_22:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(18:0_22:5)	PS 40:5|PS 18:0_22:5	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	5	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_22:5)	PS 40:5|PS 18:0_22:5	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	5	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(18:0_22:6)	PS 40:6|PS 18:0_22:6	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	6	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_22:6)	PS 40:6|PS 18:0_22:6	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	6	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:0_24:0)	PS 42:0|PS 18:0_24:0	Glycerophospholipids	Phosphatidylserine	PS	Saturated	0	Saturated PS	Saturated PS	24	VLCFA	Saturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Saturated.Phosphatidylserine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PS(18:1/18:1)	PS(18:1_18:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PS(18:1/18:1)	PS(18:1/18:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	PS(18:1/18:1)	PS(18:1/18:1)_A_NEG	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	PS(18:1/18:1)	PS(18:1/18:1);PS(18:0/18:2)_B_NEG	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PS(18:1/18:2)	PS(18:1/18:2)	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PS(18:1/19:1)	PS(18:1/19:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	19	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PS(18:1/20:1)	PS(18:1_20:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PS(18:1/20:1)	PS(18:1/20:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	PS(18:1/20:1)	PS(18:1/20:1)_A_NEG	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	PS(18:1/20:1)	PS(18:1/20:1)_B_NEG	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PS(18:1/22:1)	PS(18:1/22:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Pnnl_balf	Human	Lung	BALF	Normal	PS(18:1_18:2)	PS 36:3|PS 18:1_18:2	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	3	Polyunsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:1_18:2)	PS 36:3|PS 18:1_18:2	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	3	Polyunsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(18:1_22:1)	PS 40:2|PS 18:1_22:1	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:1_22:1)	PS 40:2|PS 18:1_22:1	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(18:1_22:6)	PS 40:7|PS 18:1_22:6	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	7	Polyunsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PS(20:0/16:1)	PS(20:0_16:1)	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(20:4_20:4)	PS 40:8|PS 20:4_20:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	8	Polyunsaturated PS	Unsaturated PS	20	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(22:0_18:1)	PS 22:0_18:1 	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	18	LCFA	Unsaturated PS-LCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(22:0_18:1)	PS 40:1|PS 22:0_18:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	22	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(24:0_18:1)	PS 42:1|PS 24:0_18:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	24	VLCFA	Unsaturated PS-VLCFA	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(34:1)	PS 34:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(34:1)	PS 34:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(34:2)	PS 34:2	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(36:1)	PS 36:1 	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PS(36:2)	PS 36:2 	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(36:4)	PS 36:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(38:6)	PS 38:6	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	6	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(40:1)	PS 40:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(40:2)	PS 40:2	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(40:5)	PS 40:5	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	5	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(40:7)	PS 40:7	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	7	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(42:1)	PS 42:1	Glycerophospholipids	Phosphatidylserine	PS	Monounsaturated	1	Monounsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(42:2)	PS 42:2	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	2	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PS(42:4)	PS 42:4	Glycerophospholipids	Phosphatidylserine	PS	Polyunsaturated	4	Polyunsaturated PS	Unsaturated PS	Unknown	Unknown	Unsaturated PS-Unknown	Phospholipid Metabolism	Phosphatidylserine	Unsaturated.Phosphatidylserine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SHexCer 34:2;3O 	SHexCer 34:2;3O 	Sphingolipids	Glycosylceramide	HexCer	Monounsaturated	1	Monounsaturated HexCer	Unsaturated HexCer	16	LCFA	Unsaturated HexCer-LCFA	Sphingolipid Metabolism	Glycosylceramide	Unsaturated.Glycosylceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SHexCer d34:1 	SHexCer d34:1 	Sphingolipids	Glycosylceramide	HexCer	Saturated	0	Saturated HexCer	Saturated HexCer	16	LCFA	Saturated HexCer-LCFA	Sphingolipid Metabolism	Glycosylceramide	Saturated.Glycosylceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(12:0)	SM d30:1 	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	12	SCFA & MCFA	Saturated SM-SCFA & MCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Pnnl_balf	Human	Lung	BALF	Normal	SM(12:0)	SM 30:1;O2	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	12	SCFA & MCFA	Saturated SM-SCFA & MCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	SM(14:0)	SM(14:0)	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	14	LCFA	Saturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	SM(14:0)	SM(d18:1/14:0);SM(d16:1/16:0)	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	SM(14:0)	SM(d18:1/14:0);SM(d16:1/16:0)	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(14:1)	SM d32:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_balf	Human	Lung	BALF	Normal	SM(14:1)	SM 32:1;O2|SM 16:1;O2/16:0	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	SM(14:1)	SM(d32:1)_POS	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	SM(14:1)	SM 32:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	SM(14:1)	SM d32:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	14	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(15:1)	SM 25:2;2O/15:1 	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(15:1)	SM d33:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Pnnl_balf	Human	Lung	BALF	Normal	SM(15:1)	SM 33:1;O2|SM 17:1;O2/16:0	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	SM(15:1)	SM 33:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	SM(15:1)	SM d33:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	SM(15:2)	SM(d33:2)	Sphingolipids	Sphingomyelin	SM	Polyunsaturated	2	Polyunsaturated SM	Unsaturated SM	15	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	SM(16:0)	SM(16:0)	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	16	LCFA	Saturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(16:0)	SM 34:1;3O 	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	16	LCFA	Saturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	SM(16:0)	SM(d18:1/16:0)_A	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	SM(16:0)	SM(d18:1/16:0)_B	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	SM(16:0)	SM(d18:1/16:0)_POS	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	SM(16:0)	SM d34:0	Sphingolipids	Sphingomyelin	SM	Saturated	0	Saturated SM	Saturated SM	16	LCFA	Saturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Saturated.Sphingomyelin
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	SM(16:0)	SM(d18:1/16:0)_A	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	SM(16:0)	SM(d18:1/16:0)_B	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(16:1)	SM 34:1;O2	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(16:1)	SM 34:2;3O 	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(16:1)	SM d34:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_balf	Human	Lung	BALF	Normal	SM(16:1)	SM 34:1;O2|SM 18:1;O2/16:0	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Pnnl_balf	Human	Lung	BALF	Normal	SM(16:1)	SM 34:2;O2|SM 18:2;O2/16:0	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	SM(16:1)	SM 34:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	SM(16:1)	SM d34:1	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	SM(16:1/24:1)	SM(d16:1/24:1)	Sphingolipids	Sphingomyelin	SM	Monounsaturated	1	Monounsaturated SM	Unsaturated SM	24	VLCFA	Unsaturated SM-VLCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	SM(16:2)	SM d34:2	Sphingolipids	Sphingomyelin	SM	Polyunsaturated	2	Polyunsaturated SM	Unsaturated SM	16	LCFA	Unsaturated SM-LCFA	Sphingolipid Metabolism	Sphingomyelin	Unsaturated.Sphingomyelin
